  @queenbee	NIL647
Holmes	http://dbpedia.org/resource/Santonio_Holmes
Home Office	http://dbpedia.org/resource/Home_Office
Homeland	http://dbpedia.org/resource/Homeland_(TV_series)
Homs	http://dbpedia.org/resource/Homs
Hong Kong	http://dbpedia.org/resource/Hong_Kong
Hong Kong	http://dbpedia.org/resource/Hong_Kong_Island
HopticalA	NIL143
HoraceWhip	NIL391
Horn of Africa	http://dbpedia.org/resource/Horn_of_Africa
Horner	http://dbpedia.org/resource/Chris_Horner
HorseHour	NIL287
HorseHour	NIL910
Horseware	NIL288
Hosni Mubarak	http://dbpedia.org/resource/Hosni_Mubarak
House	http://dbpedia.org/resource/United_States_House_of_Representatives
House	http://dbpedia.org/resource/White_House
House GOP	http://dbpedia.org/resource/Republican_Conference_of_the_United_States_House_of_Representatives
House Republicans	http://dbpedia.org/resource/Republican_Conference_of_the_United_States_House_of_Representatives
House and Senate	http://dbpedia.org/resource/United_States_Congress
House of Saud	http://dbpedia.org/resource/House_of_Saud
Houston	http://dbpedia.org/resource/Houston
Houston	http://dbpedia.org/resource/Houston_Astros
Houston Business Journal	http://dbpedia.org/resource/American_City_Business_Journals
Houstons	http://dbpedia.org/resource/Houston
How to Succeed in Business	http://dbpedia.org/resource/How_to_Succeed_in_Business_Without_Really_Trying
Howard	http://dbpedia.org/resource/Howard_Kendall
HowardDonald	http://dbpedia.org/resource/Howard_Donald
HoylandS	NIL144
Hubble Space Telescope	http://dbpedia.org/resource/Hubble_Space_Telescope
HuffDaddy	http://dbpedia.org/resource/Aubrey_Huff
Hughes	http://dbpedia.org/resource/Phillip_Hughes
Hull City	http://dbpedia.org/resource/Hull_City_A.F.C.
Hulls	http://dbpedia.org/resource/Jordan_Hulls
Humanrights	http://dbpedia.org/resource/Human_rights
Humes	http://dbpedia.org/resource/Hume_Cronyn
Hyde Park	http://dbpedia.org/resource/Hyde_Park,_Boston
Hyde Park	http://dbpedia.org/resource/Hyde_Park,_New_York
Hynix	http://dbpedia.org/resource/SK_Hynix
I believe in Father Christmas	http://dbpedia.org/resource/I_Believe_in_Father_Christmas
I'm a Celeb	http://dbpedia.org/resource/I'm_a_Celebrity...Get_Me_Out_of_Here!
I'm a celebrity	http://dbpedia.org/resource/I'm_a_Celebrity...Get_Me_Out_of_Here!
I've Got Rhythm	http://dbpedia.org/resource/I_Got_Rhythm
I-10	http://dbpedia.org/resource/Interstate_10
I-17	http://dbpedia.org/resource/Interstate_17
I-24	http://dbpedia.org/resource/Interstate_24
I-287	http://dbpedia.org/resource/Interstate_287
I-40	http://dbpedia.org/resource/Interstate_40
I-435	http://dbpedia.org/resource/Interstate_435
I-70	http://dbpedia.org/resource/Interstate_70
I-75	http://dbpedia.org/resource/Interstate_75
I-95	http://dbpedia.org/resource/Interstate_95
I35travel	NIL44
I5 S	NIL45
IAEA	http://dbpedia.org/resource/International_Atomic_Energy_Agency
IAF	http://dbpedia.org/resource/Indian_Air_Force
ICC Under-19 World Cup	http://dbpedia.org/resource/ICC_Under-19_Cricket_World_Cup
ICJ	http://dbpedia.org/resource/International_Court_of_Justice
ICONic	NIL10007
ICONic Boyz	NIL10007
ICONic Boyz	NIL200001
ICONicholicious	NIL288
ICRC	http://dbpedia.org/resource/International_Committee_of_the_Red_Cross
ICameron	http://dbpedia.org/resource/David_Cameron
IDF	http://dbpedia.org/resource/Israel_Defense_Forces
IDFSpokesperson	http://dbpedia.org/resource/IDF_Spokesperson's_Unit
IFAs	http://dbpedia.org/resource/Independent_Financial_Adviser
IFreakSelena	NIL395
IGGYAZALEA	http://dbpedia.org/resource/Iggy_Azalea
IGkimaiyo	http://dbpedia.org/resource/David_Kimaiyo
IHS CERA	http://dbpedia.org/resource/Cambridge_Energy_Research_Associates
IIEC	http://dbpedia.org/resource/Interim_Independent_Electoral_Commission_of_Kenya
IKEA	http://dbpedia.org/resource/IKEA
IKEALiving	http://dbpedia.org/resource/IKEA
IMF	http://dbpedia.org/resource/International_Monetary_Fund
INTERPOL	http://dbpedia.org/resource/Interpol
INTERPOL_HQ	http://dbpedia.org/resource/Interpol
INXS	http://dbpedia.org/resource/INXS
IPSOS	http://dbpedia.org/resource/Ipsos
ISAF	http://dbpedia.org/resource/International_Security_Assistance_Force
ISLAMABAD	http://dbpedia.org/resource/Islamabad
ISM	http://dbpedia.org/resource/Institute_for_Supply_Management
ITC	http://dbpedia.org/resource/United_States_International_Trade_Commission
Iain Dale	http://dbpedia.org/resource/Iain_Dale
IanWright0	http://dbpedia.org/resource/Ian_Wright
Ibiza	http://dbpedia.org/resource/Ibiza
Ibrox	http://dbpedia.org/resource/Ibrox_Stadium
Icarus	http://dbpedia.org/resource/Icarus
Ice Flyers	http://dbpedia.org/resource/Pensacola_Ice_Flyers
Ice-Age	http://dbpedia.org/resource/Ice_Age:_Continental_Drift
If You're Happy And You Know It	http://dbpedia.org/resource/If_You're_Happy_and_You_Know_It
Iftar	http://dbpedia.org/resource/Iftar
Illinois	http://dbpedia.org/resource/Illinois
Illsley	http://dbpedia.org/resource/Eric_Illsley
ImDatPrince	NIL146
Imagine Cup 2011	NIL12
Immigration Law	http://dbpedia.org/resource/Immigration_law
Imphal	http://dbpedia.org/resource/Imphal
ImranKhanPTI	http://dbpedia.org/resource/Imran_Khan
InayatKhan	http://dbpedia.org/resource/Inayat_Khan
Independence Day	http://dbpedia.org/resource/Independence_Day_(India)
Independent	http://dbpedia.org/resource/The_Independent
India	http://dbpedia.org/resource/India
Indian	http://dbpedia.org/resource/Indian
Indian	http://dbpedia.org/resource/Indian_people
Indian Air Force	http://dbpedia.org/resource/Indian_Air_Force
Indiana	NIL19
Indiana State Fair	http://dbpedia.org/resource/Indiana_State_Fair
Indiana State Fair stage collapse	http://dbpedia.org/resource/Indiana_State_Fair_stage_collapse
Indiana State Police	http://dbpedia.org/resource/Indiana_State_Police
Indianapolis Department of Public Safety	http://dbpedia.org/resource/Indianapolis_Metropolitan_Police_Department
Indians	http://dbpedia.org/resource/Cleveland_Indians
Indians	http://dbpedia.org/resource/Indianapolis_Indians
IndieAfc	NIL922
Indonesia	http://dbpedia.org/resource/Indonesia
Indus	NIL20
IngramMicroUK	NIL923
Insanity	NIL134
Inspire_Us	NIL289
Instagram	http://dbpedia.org/resource/Instagram
Intel	http://dbpedia.org/resource/Intel
Inter	http://dbpedia.org/resource/Inter_Milan
Inter Milan	http://dbpedia.org/resource/Inter_Milan
InteriorKE	NIL924
International Committee of the Red Cross	http://dbpedia.org/resource/International_Committee_of_the_Red_Cross
International Dragon Boat World Championships	NIL13
International Monetary Fund	http://dbpedia.org/resource/International_Monetary_Fund
Internet	http://dbpedia.org/resource/Internet
InternetHindus	NIL925
Interstellar	http://dbpedia.org/resource/Interstellar_(film)
Invest	http://dbpedia.org/resource/Invest_(meteorology)
Ipodbob	NIL398
Iran	http://dbpedia.org/resource/Iran
Iran'ian	http://dbpedia.org/resource/Iranian_peoples
Iran’s nuclear program	http://dbpedia.org/resource/Nuclear_program_of_Iran
Iraq	http://dbpedia.org/resource/Iraq
Iraq'i	http://dbpedia.org/resource/Iraqi_people
Iraqis	http://dbpedia.org/resource/Iraqi_people
Ireland	http://dbpedia.org/resource/Ireland
Ireland	http://dbpedia.org/resource/Ireland_Under-19_cricket_team
Irelands	http://dbpedia.org/resource/Irish_people
Irish Sea	http://dbpedia.org/resource/Irish_Sea
IsabelHardman	NIL399
Islam	http://dbpedia.org/resource/Islam
Islamic prayer	http://dbpedia.org/resource/Salat
Islamist	http://dbpedia.org/resource/Islamism
Islamist	http://dbpedia.org/resource/Muslim
Islamists	http://dbpedia.org/resource/Islamism
Israel	http://dbpedia.org/resource/Israel
Israel PM	http://dbpedia.org/resource/Prime_Minister_of_Israel
Israeli	http://dbpedia.org/resource/Israelis
Israeli army	http://dbpedia.org/resource/Israel_Defense_Forces
Israeli intelligence	http://dbpedia.org/resource/Mossad
Istanbul	http://dbpedia.org/resource/Istanbul
It's a Wonderful Life	http://dbpedia.org/resource/It's_a_Wonderful_Life
Italian	http://dbpedia.org/resource/Italian_language
Italian	http://dbpedia.org/resource/Italians
Italian government	http://dbpedia.org/resource/Politics_of_Italy
Italy	http://dbpedia.org/resource/Italy
Ivan Toney	http://dbpedia.org/resource/Ivan_Toney
Ivory Coast	http://dbpedia.org/resource/Ivory_Coast
Iyenemi Furo	http://dbpedia.org/resource/Iyenemi_Furo
J&amp;K. Shinde	NIL402
J.K Rowling	http://dbpedia.org/resource/J._K._Rowling
J.K. Rowling	http://dbpedia.org/resource/J._K._Rowling
J.Lo	http://dbpedia.org/resource/Jennifer_Lopez
J.P. Morgan	http://dbpedia.org/resource/J._P._Morgan
JAKARTA	http://dbpedia.org/resource/Jakarta
JAPAN	http://dbpedia.org/resource/Japan
JBI, Inc.	NIL35
JC_SpencerUK	NIL421
JETS	http://dbpedia.org/resource/New_York_Jets
JGXRCIA	NIL154
JK Rowling	http://dbpedia.org/resource/J._K._Rowling
JKR	http://dbpedia.org/resource/J._K._Rowling
JLS	http://dbpedia.org/resource/JLS
JLSOfficial	http://dbpedia.org/resource/JLS
JPN	http://dbpedia.org/resource/Japan
JTCoachMe	NIL152
JTrufant_Ledger	NIL467
Jack Daniels	http://dbpedia.org/resource/Jack_Daniel's
Jack Layton	http://dbpedia.org/resource/Jack_Layton
Jack London Square	http://dbpedia.org/resource/Jack_London_Square
JackJackj1996	NIL406
Jack_Newton_	http://dbpedia.org/resource/Jack_Newton
Jackie Robinson	http://dbpedia.org/resource/Jackie_Robinson
Jackie_flash	NIL405
Jacobs	NIL149
Jaden	NIL137
Jaffna	http://dbpedia.org/resource/Jaffna
Jaguars	http://dbpedia.org/resource/Jacksonville_Jaguars
Jaipur	http://dbpedia.org/resource/Jaipur
Jake	NIL15
Jake	NIL408
JakeSims	NIL410
Jake_Baines	NIL409
Jamaican	http://dbpedia.org/resource/Jamaican_people
Jamali	http://dbpedia.org/resource/Jamali
James	NIL412
James	http://dbpedia.org/resource/James_(band)
James Bond	http://dbpedia.org/resource/James_Bond
James Murdoch	http://dbpedia.org/resource/James_Murdoch
Jamie Oliver	http://dbpedia.org/resource/Jamie_Oliver
JanelleMonae	http://dbpedia.org/resource/Janelle_Monáe
JaneyHolliday	NIL417
Jani Lane	http://dbpedia.org/resource/Jani_Lane
Jankovic	http://dbpedia.org/resource/Jelena_Janković
Jannik Hansen	http://dbpedia.org/resource/Jannik_Hansen
Japan	NIL34
Japan	http://dbpedia.org/resource/Japan
Japan's Nikkei	http://dbpedia.org/resource/Nikkei_225
Japanese government	http://dbpedia.org/resource/Government_of_Japan
Jared Allen	http://dbpedia.org/resource/Jared_Allen
Jared Sullinger	http://dbpedia.org/resource/Jared_Sullinger
Jared_Sully0	http://dbpedia.org/resource/Jared_Sullinger
JareddRaymondd	NIL152
JareddRaymondd	NIL418
Jason	http://dbpedia.org/resource/Jason_Robinson
Jason LaCanfora	http://dbpedia.org/resource/Jason_La_Canfora
Jason Marquis	http://dbpedia.org/resource/Jason_Marquis
Jason15Robinson	http://dbpedia.org/resource/Jason_Robinson
Jasons	NIL138
Jay Cutler	http://dbpedia.org/resource/Jay_Cutler_(American_football)
Jay-Jay Okocha	http://dbpedia.org/resource/Jay-Jay_Okocha
JayTheWanted	NIL139
JayZ	http://dbpedia.org/resource/Jay-Z
Jay_Glazer	http://dbpedia.org/resource/Jay_Glazer
Jedi	http://dbpedia.org/resource/Jedi
Jeff Francoeur	http://dbpedia.org/resource/Jeff_Francoeur
Jeffs	http://dbpedia.org/resource/Warren_Jeffs
Jeju Island	http://dbpedia.org/resource/Jeju_Province
Jeju island	http://dbpedia.org/resource/Jeju_Province
Jennamlmr	NIL425
Jennifer Aniston	http://dbpedia.org/resource/Jennifer_Aniston
JennyJohnsonHi5	NIL426
JennyVrentas	NIL140
Jens Stoltenberg	http://dbpedia.org/resource/Jens_Stoltenberg
JensonButton	http://dbpedia.org/resource/Jenson_Button
Jeopardy	http://dbpedia.org/resource/Jeopardy!
Jeremy	NIL141
Jeremysquire	NIL428
Jerm_Durrin	NIL153
Jerm_Durrin	NIL430
Jerome Martelli	NIL431
Jersey shore	http://dbpedia.org/resource/Jersey_Shore
JessStanley12	NIL433
Jesse_Johnston	NIL142
Jesus	http://dbpedia.org/resource/Jesus
Jesus Christ	http://dbpedia.org/resource/Jesus
Jets	http://dbpedia.org/resource/New_York_Jets
Jews	http://dbpedia.org/resource/Jews
JhaSanjay	NIL434
JhiaxusPrime	NIL436
JiNxBeatz	NIL292
Jim Rohn	http://dbpedia.org/resource/Jim_Rohn
Jim Washburn	http://dbpedia.org/resource/Jim_Washburn
JimiHendrix	http://dbpedia.org/resource/Jimi_Hendrix
Jimmy Bullard	http://dbpedia.org/resource/Jimmy_Bullard
JimmyJamhands	NIL440
JimmyMcNulty91	NIL441
JimsTweetings	NIL442
Jiuquan	http://dbpedia.org/resource/Jiuquan
Jln Besar stadium	http://dbpedia.org/resource/Jalan_Besar_Stadium
Jo	http://dbpedia.org/resource/Jo_Durie
Joanna Hill	http://dbpedia.org/resource/Jonah_Hill
Jodeco Rd.	NIL46
Joe	NIL443
Joe	http://dbpedia.org/resource/Joe_Spencer_(Hollyoaks)
Joe B	http://dbpedia.org/resource/Joe_B._Hall
Joe Donkey	NIL444
Joe Lenku	http://dbpedia.org/resource/Joseph_Ole_Lenku
Joe Paterno	http://dbpedia.org/resource/Joe_Paterno
Joe Sakic	http://dbpedia.org/resource/Joe_Sakic
JoeBidmead1	NIL445
JoeJArabia	NIL145
JoePa	http://dbpedia.org/resource/Joe_Paterno
Joel Campbell	http://dbpedia.org/resource/Joel_Campbell
JoelOsteen	http://dbpedia.org/resource/Joel_Osteen
Joel_parish_	NIL446
Joelrond	NIL447
Joey	http://dbpedia.org/resource/Joey_Tribbiani
Joey Barton	http://dbpedia.org/resource/Joey_Barton
Joey7Barton	http://dbpedia.org/resource/Joey_Barton
Johann Hari	http://dbpedia.org/resource/Johann_Hari
Johann Wolfgang von Goethe	http://dbpedia.org/resource/Johann_Wolfgang_von_Goethe
John	NIL448
John	http://dbpedia.org/resource/Gospel_of_John
John	http://dbpedia.org/resource/John_Boehner
John C Maxwell	http://dbpedia.org/resource/John_C._Maxwell
John Calipari	http://dbpedia.org/resource/John_Calipari
John Cena	http://dbpedia.org/resource/John_Cena
John Clayton	http://dbpedia.org/resource/John_Clayton_(sportswriter)
John Cornyn	http://dbpedia.org/resource/John_Cornyn
John Kerry	http://dbpedia.org/resource/John_Kerry
John Kuhn	http://dbpedia.org/resource/John_Kuhn
John Laurinaitis	http://dbpedia.org/resource/John_Laurinaitis
John Lennon	http://dbpedia.org/resource/John_Lennon
John Lewis	http://dbpedia.org/resource/John_Lewis_(department_store)
John Nixon	NIL146
John Nolen	http://dbpedia.org/resource/Jonathan_Nolan
John Terry	http://dbpedia.org/resource/John_Terry
John Wall	http://dbpedia.org/resource/John_Wall_(basketball)
John Yates	http://dbpedia.org/resource/John_Yates_(police_officer)
JohnBoozman	http://dbpedia.org/resource/John_Boozman
JohnCena	http://dbpedia.org/resource/John_Cena
JohnConWriters	NIL451
JohnJig	NIL158
JohnJig	NIL452
JohnKingUSA	http://dbpedia.org/resource/John_King_(journalist)
John_Pile	NIL157
Johnchallen	NIL450
Johnnie Lee Higgins	http://dbpedia.org/resource/Johnnie_Lee_Higgins
Johnny_G86	NIL453
Johnson	NIL454
Joint Base Anacostia-Bolling	NIL47
Joint Base Anacostia-Bolling Air Force Base	http://dbpedia.org/resource/Joint_Base_Anacostia-Bolling
Jollinsss	NIL455
Jolly Roger	http://dbpedia.org/resource/Jolly_Roger
Jon cena	http://dbpedia.org/resource/John_Cena
Jon_686	NIL159
Jonas Brothers	http://dbpedia.org/resource/Jonas_Brothers
Jonathan Bacon	NIL148
Jonathan Denver	NIL456
JonnieLovepole	NIL160
JonnieLovepole	NIL459
Jordan	http://dbpedia.org/resource/Air_Jordan
Jordan Graham	NIL460
Jordan Spence	http://dbpedia.org/resource/Jordan_Spence
Jordan Wall	http://dbpedia.org/resource/Jordan_Wall
JordanBrady1	NIL462
JordanLewisGk1	NIL463
JordanV_CFC	NIL464
Jordan_Babb92	NIL461
JordonMutch	http://dbpedia.org/resource/Jordon_Mutch
Jose Enrique	http://dbpedia.org/resource/José_Enrique_Sánchez
Jose Reyes	http://dbpedia.org/resource/José_Reyes_(shortstop)
JoseAVillalobos	NIL150
Josh Reddick	http://dbpedia.org/resource/Josh_Reddick
Joshrooms13	NIL151
Joshua Broussard	NIL465
Joshua Harris	http://dbpedia.org/resource/Joshua_Harris_(actor)
Joshua Ribera	NIL466
Juan	NIL161
Juan Mata	http://dbpedia.org/resource/Juan_Mata
Judgenap	http://dbpedia.org/resource/Andrew_Napolitano
Junhyung	http://dbpedia.org/resource/Yong_Jun-hyung
Juno spacecraft	http://dbpedia.org/resource/Juno_(spacecraft)
Jupiter	http://dbpedia.org/resource/Jupiter
Jurassic World	http://dbpedia.org/resource/Jurassic_World
Jurgen Klinsmann	http://dbpedia.org/resource/Jürgen_Klinsmann
Jurmala	http://dbpedia.org/resource/Jūrmala
Jurors	NIL153
Jurys inn	http://dbpedia.org/resource/Jurys_Inn
JurysInnsHotels	http://dbpedia.org/resource/Jurys_Inn
Just the way you  are	http://dbpedia.org/resource/Just_the_Way_You_Are_(Bruno_Mars_song)
JustAbaPls	NIL162
JusticeForMikeBrown	NIL11
Justin	NIL154
Justin	http://dbpedia.org/resource/Justin_Bieber
Justin	http://dbpedia.org/resource/Justin_Timberlake
Justin Bieber	http://dbpedia.org/resource/Justin_Bieber
Justins	http://dbpedia.org/resource/Justin_Bieber
Juwanna Man	http://dbpedia.org/resource/Juwanna_Mann
KATVNews	http://dbpedia.org/resource/KATV
KCTV5Traffic	NIL931
KDVR	http://dbpedia.org/resource/KDVR
KELO	http://dbpedia.org/resource/KELO-TV
KFC	http://dbpedia.org/resource/KFC
KHelpAllAnimals	NIL932
KISS	http://dbpedia.org/resource/Kiss_(band)
KLIA	http://dbpedia.org/resource/Kuala_Lumpur_International_Airport
KPRCLocal2	NIL494
KPRCRobert	NIL495
KREIScycling	NIL290
KREIScycling	NIL935
KState	http://dbpedia.org/resource/Kansas_State_University
KTLAMorningNews	http://dbpedia.org/resource/KTLA_Morning_News
KTNKenya	NIL937
KTVU	http://dbpedia.org/resource/KTVU
KU	http://dbpedia.org/resource/University_of_Kansas
KUWAIT	http://dbpedia.org/resource/Kuwait_national_football_team
Kabul	http://dbpedia.org/resource/Kabul
Kaduna	http://dbpedia.org/resource/Kaduna
Kaiser Chiefs	http://dbpedia.org/resource/Kaiser_Chiefs
Kakarikovx	NIL470
Kalmadi	http://dbpedia.org/resource/Suresh_Kalmadi
Kane Lambert	NIL471
KansasCity	http://dbpedia.org/resource/Kansas_City_metropolitan_area
Kanye West	http://dbpedia.org/resource/Kanye_West
Karachi	http://dbpedia.org/resource/Karachi
Karen	http://dbpedia.org/resource/Plankton_(character)
Karl Robinson	http://dbpedia.org/resource/Karl_Robinson
KasXy22	NIL472
Kasabian	http://dbpedia.org/resource/Kasabian
Kashmir	http://dbpedia.org/resource/Kashmir
Kat_starburst	NIL157
Kate	NIL474
Kate	http://dbpedia.org/resource/Catherine,_Duchess_of_Cambridge
Katie	NIL476
KatieFnCompton	http://dbpedia.org/resource/Katie_Compton
KatieWay2	NIL480
Katrina kaif	http://dbpedia.org/resource/Katrina_Kaif
Kayani	http://dbpedia.org/resource/Ashfaq_Parvez_Kayani
Keane	http://dbpedia.org/resource/Roy_Keane
Keechhospices	http://dbpedia.org/resource/Keech_Cottage
Keir Starmer	http://dbpedia.org/resource/Keir_Starmer
KeithClark_	http://dbpedia.org/resource/Keith_Clark
KellyOktavian	NIL163
KellyOktavian	NIL482
Kelly_Gillorannnn	NIL481
Kelowna	http://dbpedia.org/resource/Kelowna
Keluarkan Izin	NIL164
Kendra	http://dbpedia.org/resource/Kendra_Wilkinson
Kennedy Space Center	http://dbpedia.org/resource/Kennedy_Space_Center
Kenny Williams	http://dbpedia.org/resource/Kenny_Williams_(baseball)
Kent	http://dbpedia.org/resource/Kent
Kent	http://dbpedia.org/resource/Kent_County_Cricket_Club
Kentucky	http://dbpedia.org/resource/Kentucky
Kenya	http://dbpedia.org/resource/Kenya
Kenya	http://dbpedia.org/resource/Kenya_Under-19_cricket_team
Kenya police	http://dbpedia.org/resource/Kenya_Police
Kenyan	http://dbpedia.org/resource/Kenya
Kenyan Mall Massacre	http://dbpedia.org/resource/Westgate_shopping_mall_attack
Kenyans	http://dbpedia.org/resource/Kenya
Kerry	http://dbpedia.org/resource/John_Kerry
Kevin	http://dbpedia.org/resource/Kevin_Woo
Kevin Kolb	http://dbpedia.org/resource/Kevin_Kolb
Kevin Pauwels	http://dbpedia.org/resource/Kevin_Pauwels
Kevin_Healey	NIL165
Kevineffinskaff	NIL159
KeystoneXL	http://dbpedia.org/resource/Keystone_Pipeline
Kez	NIL488
Khan	http://dbpedia.org/resource/Zaheer_Khan
Khap	http://dbpedia.org/resource/Khap_(film)
Khleo_T	http://dbpedia.org/resource/Khleo
Kicker Ryan Longwell	http://dbpedia.org/resource/Ryan_Longwell
Kickstarter	http://dbpedia.org/resource/Kickstarter
Kickstarts	NIL293
